,_links,age_classification,age_scale,archive,attributes,bif_ampl_local,bif_ampl_remote,brain_region,branch_order,cell_type,contraction,corrected_value,corrected_xy,corrected_z,deposition_date,depth,diameter,domain,eucdistance,experiment_condition,fractal_dim,fragmentation,gender,height,length,magnification,max_age,max_weight,min_age,min_weight,n_bifs,n_branch,n_stems,neuron_id,neuron_name,note,objective_type,original_format,partition_asymmetry,pathdistance,physical_Integrity,pk_classic,png_url,protocol,reconstruction_software,reference_doi,reference_pmid,reported_value,reported_xy,reported_z,scientific_name,shrinkage_corrected,shrinkage_reported,slicing_direction,slicing_thickness,soma_surface,species,stain,strain,surface,upload_date,volume,width
1679,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3032'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3032'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3032'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",76.43,50.31,"['neocortex', 'parietal', 'Brodmann area 39']",5.0,"['pyramidal', 'principal cell']",0.87,,,,2008-05-16,121.52,0.75,"Dendrites, Soma, No Axon",270.47,['Control'],1.03,509.0,Male,466.2,4671.35,40,50.0,87000.0,50.0,87000.0,29.0,63.0,5.0,3032,38-6-10,,dry,Neurolucida.dat,0.42,338.34,Dendrites Moderate,1.75,http://neuromorpho.org/images/imageFiles/Jacobs/38-6-10.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,896.834,human,Golgi,Not applicable,11810.4,2008-07-15,4309.68,257.12
1680,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3033'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3033'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3033'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",68.19,58.78,"['neocortex', 'parietal', 'Brodmann area 39']",4.0,"['pyramidal', 'principal cell']",0.9,,,,2008-05-16,92.27,0.73,"Dendrites, Soma, No Axon",214.89,['Control'],1.03,434.0,Male,345.56,3664.35,40,50.0,87000.0,50.0,87000.0,26.0,58.0,6.0,3033,38-6-2,,dry,Neurolucida.dat,0.38,253.9,Dendrites Moderate,1.63,http://neuromorpho.org/images/imageFiles/Jacobs/38-6-2.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,470.343,human,Golgi,Not applicable,8854.67,2008-07-15,2984.04,283.12
1681,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3034'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3034'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3034'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",59.96,49.86,"['neocortex', 'parietal', 'Brodmann area 39']",5.0,"['pyramidal', 'principal cell']",0.91,,,,2008-05-16,86.41,0.97,"Dendrites, Soma, No Axon",304.7,['Control'],1.03,458.0,Male,423.99,4508.08,40,50.0,87000.0,50.0,87000.0,26.0,59.0,7.0,3034,38-6-3,,dry,Neurolucida.dat,0.45,408.12,Dendrites Moderate,1.53,http://neuromorpho.org/images/imageFiles/Jacobs/38-6-3.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,1125.01,human,Golgi,Not applicable,14369.9,2008-07-15,6869.0,264.75
1682,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3035'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3035'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3035'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",59.79,56.69,"['neocortex', 'parietal', 'Brodmann area 39']",5.0,"['pyramidal', 'principal cell']",0.92,,,,2008-05-16,93.83,0.8,"Dendrites, Soma, No Axon",215.25,['Control'],1.02,254.0,Male,341.79,3741.91,40,50.0,87000.0,50.0,87000.0,26.0,57.0,5.0,3035,38-6-4,,dry,Neurolucida.dat,0.27,235.19,Dendrites Moderate,1.5,http://neuromorpho.org/images/imageFiles/Jacobs/38-6-4.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,971.212,human,Golgi,Not applicable,9064.87,2008-07-15,2837.07,226.5
1683,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3036'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3036'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3036'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",69.09,56.56,"['neocortex', 'parietal', 'Brodmann area 39']",5.0,"['pyramidal', 'principal cell']",0.91,,,,2008-05-16,122.64,0.71,"Dendrites, Soma, No Axon",259.42,['Control'],1.03,280.0,Male,306.17,4271.09,40,50.0,87000.0,50.0,87000.0,28.0,61.0,5.0,3036,38-6-5,,dry,Neurolucida.dat,0.44,303.74,Dendrites Moderate,1.63,http://neuromorpho.org/images/imageFiles/Jacobs/38-6-5.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,829.314,human,Golgi,Not applicable,9506.4,2008-07-15,2282.54,332.43
1684,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3037'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3037'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3037'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",70.58,60.81,"['neocortex', 'parietal', 'Brodmann area 39']",5.0,"['pyramidal', 'principal cell']",0.89,,,,2008-05-16,119.94,0.82,"Dendrites, Soma, No Axon",236.46,['Control'],1.02,339.0,Male,332.34,3053.67,40,50.0,87000.0,50.0,87000.0,19.0,43.0,5.0,3037,38-6-6,,dry,Neurolucida.dat,0.33,243.85,Dendrites Moderate,1.63,http://neuromorpho.org/images/imageFiles/Jacobs/38-6-6.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,715.734,human,Golgi,Not applicable,8976.29,2008-07-15,4075.97,247.75
1685,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3038'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3038'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3038'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",71.71,58.19,"['neocortex', 'parietal', 'Brodmann area 39']",4.0,"['pyramidal', 'principal cell']",0.88,,,,2008-05-16,96.78,0.93,"Dendrites, Soma, No Axon",317.54,['Control'],1.03,377.0,Male,388.0,3535.62,40,50.0,87000.0,50.0,87000.0,17.0,41.0,7.0,3038,38-6-7,,dry,Neurolucida.dat,0.38,325.52,Dendrites Moderate,1.45,http://neuromorpho.org/images/imageFiles/Jacobs/38-6-7.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,1322.48,human,Golgi,Not applicable,11758.3,2008-07-15,6393.95,315.02
1686,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3039'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3039'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3039'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",61.68,57.03,"['neocortex', 'parietal', 'Brodmann area 39']",6.0,"['pyramidal', 'principal cell']",0.93,,,,2008-05-16,113.17,0.84,"Dendrites, Soma, No Axon",254.74,['Control'],1.02,350.0,Male,372.59,4982.74,40,50.0,87000.0,50.0,87000.0,36.0,79.0,7.0,3039,38-6-8,,dry,Neurolucida.dat,0.36,304.45,Dendrites Moderate,1.44,http://neuromorpho.org/images/imageFiles/Jacobs/38-6-8.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,1327.26,human,Golgi,Not applicable,12948.6,2008-07-15,4179.83,325.9
1687,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3040'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3040'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3040'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",61.01,55.23,"['neocortex', 'parietal', 'Brodmann area 39']",5.0,"['pyramidal', 'principal cell']",0.9,,,,2008-05-16,141.33,0.77,"Dendrites, Soma, No Axon",253.18,['Control'],1.03,570.0,Male,412.65,5571.55,40,50.0,87000.0,50.0,87000.0,37.0,80.0,6.0,3040,38-6-9,,dry,Neurolucida.dat,0.41,313.51,Dendrites Moderate,1.76,http://neuromorpho.org/images/imageFiles/Jacobs/38-6-9.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,1120.19,human,Golgi,Not applicable,14774.7,2008-07-15,6521.03,329.58
1688,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3041'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3041'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3041'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",62.38,51.82,"['neocortex', 'prefrontal', 'Brodmann area 10']",6.0,"['pyramidal', 'principal cell']",0.87,,,,2008-05-16,120.53,0.75,"Dendrites, Soma, No Axon",276.41,['Control'],1.04,678.0,Male,393.1,6013.15,40,50.0,87000.0,50.0,87000.0,34.0,73.0,5.0,3041,38-7-1,,dry,Neurolucida.dat,0.32,367.9,Dendrites Moderate,1.63,http://neuromorpho.org/images/imageFiles/Jacobs/38-7-1.png,in vitro,Neurolucida,['10.1002/(SICI)1096-9861(19971006)386:4<661::AID-CNE11>3.0.CO;2-N'],['9378859'],,,,,,Not Reported,custom,120,1128.7,human,Golgi,Not applicable,15391.9,2008-07-15,6093.45,351.77
1689,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3042'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3042'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3042'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",62.68,52.97,"['neocortex', 'prefrontal', 'Brodmann area 10']",6.0,"['pyramidal', 'principal cell']",0.89,,,,2008-05-16,99.88,0.74,"Dendrites, Soma, No Axon",271.5,['Control'],1.04,433.0,Male,405.17,4079.23,40,50.0,87000.0,50.0,87000.0,27.0,59.0,5.0,3042,38-7-10,,dry,Neurolucida.dat,0.31,324.3,Dendrites Moderate,1.74,http://neuromorpho.org/images/imageFiles/Jacobs/38-7-10.png,in vitro,Neurolucida,['10.1002/(SICI)1096-9861(19971006)386:4<661::AID-CNE11>3.0.CO;2-N'],['9378859'],,,,,,Not Reported,custom,120,572.016,human,Golgi,Not applicable,9843.99,2008-07-15,3188.94,286.53
1690,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3043'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3043'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3043'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",56.25,51.1,"['neocortex', 'prefrontal', 'Brodmann area 10']",5.0,"['pyramidal', 'principal cell']",0.89,,,,2008-05-16,109.1,0.81,"Dendrites, Soma, No Axon",313.96,['Control'],1.03,695.0,Male,447.06,6746.82,40,50.0,87000.0,50.0,87000.0,34.0,75.0,7.0,3043,38-7-2,,dry,Neurolucida.dat,0.37,356.84,Dendrites Moderate,1.66,http://neuromorpho.org/images/imageFiles/Jacobs/38-7-2.png,in vitro,Neurolucida,['10.1002/(SICI)1096-9861(19971006)386:4<661::AID-CNE11>3.0.CO;2-N'],['9378859'],,,,,,Not Reported,custom,120,1158.35,human,Golgi,Not applicable,17921.7,2008-07-15,6775.81,344.83
1691,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3044'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3044'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3044'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",67.52,62.94,"['neocortex', 'prefrontal', 'Brodmann area 10']",5.0,"['pyramidal', 'principal cell']",0.88,,,,2008-05-16,127.58,0.72,"Dendrites, Soma, No Axon",258.58,['Control'],1.04,700.0,Male,374.93,5662.4,40,50.0,87000.0,50.0,87000.0,34.0,73.0,5.0,3044,38-7-3,,dry,Neurolucida.dat,0.4,337.47,Dendrites Moderate,1.7,http://neuromorpho.org/images/imageFiles/Jacobs/38-7-3.png,in vitro,Neurolucida,['10.1002/(SICI)1096-9861(19971006)386:4<661::AID-CNE11>3.0.CO;2-N'],['9378859'],,,,,,Not Reported,custom,120,911.791,human,Golgi,Not applicable,13841.9,2008-07-15,4984.32,353.56
1692,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3045'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3045'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3045'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",72.61,62.27,"['neocortex', 'prefrontal', 'Brodmann area 10']",4.0,"['pyramidal', 'principal cell']",0.86,,,,2008-05-16,127.64,0.72,"Dendrites, Soma, No Axon",210.17,['Control'],1.04,516.0,Male,322.67,4504.76,40,50.0,87000.0,50.0,87000.0,25.0,57.0,7.0,3045,38-7-4,,dry,Neurolucida.dat,0.33,305.97,Dendrites Moderate,1.58,http://neuromorpho.org/images/imageFiles/Jacobs/38-7-4.png,in vitro,Neurolucida,['10.1002/(SICI)1096-9861(19971006)386:4<661::AID-CNE11>3.0.CO;2-N'],['9378859'],,,,,,Not Reported,custom,120,854.791,human,Golgi,Not applicable,11083.1,2008-07-15,3562.79,257.4
1693,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3046'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3046'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3046'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",58.19,50.36,"['neocortex', 'prefrontal', 'Brodmann area 10']",5.0,"['pyramidal', 'principal cell']",0.93,,,,2008-05-16,114.72,0.75,"Dendrites, Soma, No Axon",300.47,['Control'],1.02,376.0,Male,405.48,6431.7,40,50.0,87000.0,50.0,87000.0,34.0,76.0,8.0,3046,38-7-5,,dry,Neurolucida.dat,0.35,359.67,Dendrites Moderate,1.48,http://neuromorpho.org/images/imageFiles/Jacobs/38-7-5.png,in vitro,Neurolucida,['10.1002/(SICI)1096-9861(19971006)386:4<661::AID-CNE11>3.0.CO;2-N'],['9378859'],,,,,,Not Reported,custom,120,1676.73,human,Golgi,Not applicable,14855.4,2008-07-15,4313.79,294.19
1694,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3047'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3047'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3047'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",60.2,52.09,"['neocortex', 'prefrontal', 'Brodmann area 10']",3.0,"['pyramidal', 'principal cell']",0.92,,,,2008-05-16,94.21,0.8,"Dendrites, Soma, No Axon",176.59,['Control'],1.02,142.0,Male,276.62,1945.05,40,50.0,87000.0,50.0,87000.0,12.0,30.0,6.0,3047,38-7-6,,dry,Neurolucida.dat,0.29,235.9,Dendrites Moderate,1.62,http://neuromorpho.org/images/imageFiles/Jacobs/38-7-6.png,in vitro,Neurolucida,['10.1002/(SICI)1096-9861(19971006)386:4<661::AID-CNE11>3.0.CO;2-N'],['9378859'],,,,,,Not Reported,custom,120,1022.61,human,Golgi,Not applicable,4606.04,2008-07-15,1270.19,185.92
1695,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3048'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3048'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3048'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",73.2,58.15,"['neocortex', 'prefrontal', 'Brodmann area 10']",4.0,"['pyramidal', 'principal cell']",0.89,,,,2008-05-16,99.17,0.96,"Dendrites, Soma, No Axon",305.18,['Control'],1.04,502.0,Male,469.71,5377.72,40,50.0,87000.0,50.0,87000.0,23.0,53.0,7.0,3048,38-7-7,,dry,Neurolucida.dat,0.34,363.92,Dendrites Moderate,1.62,http://neuromorpho.org/images/imageFiles/Jacobs/38-7-7.png,in vitro,Neurolucida,['10.1002/(SICI)1096-9861(19971006)386:4<661::AID-CNE11>3.0.CO;2-N'],['9378859'],,,,,,Not Reported,custom,120,1172.18,human,Golgi,Not applicable,16695.0,2008-07-15,7701.9,280.36
1696,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3049'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3049'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3049'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",63.2,54.06,"['neocortex', 'prefrontal', 'Brodmann area 10']",7.0,"['pyramidal', 'principal cell']",0.9,,,,2008-05-16,129.27,0.78,"Dendrites, Soma, No Axon",254.64,['Control'],1.02,388.0,Male,318.45,5724.09,40,50.0,87000.0,50.0,87000.0,42.0,91.0,7.0,3049,38-7-8,,dry,Neurolucida.dat,0.43,290.88,Dendrites Moderate,1.56,http://neuromorpho.org/images/imageFiles/Jacobs/38-7-8.png,in vitro,Neurolucida,['10.1002/(SICI)1096-9861(19971006)386:4<661::AID-CNE11>3.0.CO;2-N'],['9378859'],,,,,,Not Reported,custom,120,821.995,human,Golgi,Not applicable,13045.2,2008-07-15,3329.19,278.45
1697,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3050'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3050'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3050'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",66.9,57.08,"['neocortex', 'prefrontal', 'Brodmann area 10']",5.0,"['pyramidal', 'principal cell']",0.89,,,,2008-05-16,120.12,0.76,"Dendrites, Soma, No Axon",284.48,['Control'],1.03,458.0,Male,436.34,4368.43,40,50.0,87000.0,50.0,87000.0,25.0,56.0,6.0,3050,38-7-9,,dry,Neurolucida.dat,0.3,375.78,Dendrites Moderate,1.59,http://neuromorpho.org/images/imageFiles/Jacobs/38-7-9.png,in vitro,Neurolucida,['10.1002/(SICI)1096-9861(19971006)386:4<661::AID-CNE11>3.0.CO;2-N'],['9378859'],,,,,,Not Reported,custom,120,1585.63,human,Golgi,Not applicable,11448.4,2008-07-15,4557.22,339.46
1698,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3051'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3051'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3051'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",61.75,54.34,"['neocortex', 'prefrontal', 'Brodmann area 11']",6.0,"['pyramidal', 'principal cell']",0.89,,,,2008-05-16,90.91,0.78,"Dendrites, Soma, No Axon",252.73,['Control'],1.04,447.0,Male,387.14,4275.55,40,50.0,87000.0,50.0,87000.0,30.0,66.0,6.0,3051,38-8-1,,dry,Neurolucida.dat,0.38,283.75,Dendrites Moderate,1.75,http://neuromorpho.org/images/imageFiles/Jacobs/38-8-1.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,1143.13,human,Golgi,Not applicable,11412.5,2008-07-15,4782.99,247.51
1699,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3052'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3052'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3052'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",58.64,57.65,"['neocortex', 'prefrontal', 'Brodmann area 11']",6.0,"['pyramidal', 'principal cell']",0.93,,,,2008-05-16,101.34,0.74,"Dendrites, Soma, No Axon",234.23,['Control'],1.01829,265.0,Male,360.81,3963.12,40,50.0,87000.0,50.0,87000.0,27.0,60.0,6.0,3052,38-8-10,,dry,Neurolucida.dat,0.39,271.81,Dendrites Moderate,1.64,http://neuromorpho.org/images/imageFiles/Jacobs/38-8-10.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,1203.46,human,Golgi,Not applicable,9128.11,2008-07-15,2537.55,307.95
1700,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3053'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3053'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3053'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",62.71,54.29,"['neocortex', 'prefrontal', 'Brodmann area 11']",4.0,"['pyramidal', 'principal cell']",0.89,,,,2008-05-16,88.37,0.73,"Dendrites, Soma, No Axon",273.92,['Control'],1.02,483.0,Male,394.38,4344.6,40,50.0,87000.0,50.0,87000.0,24.0,53.0,5.0,3053,38-8-2,,dry,Neurolucida.dat,0.21,312.14,Dendrites Moderate,1.69,http://neuromorpho.org/images/imageFiles/Jacobs/38-8-2.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,871.396,human,Golgi,Not applicable,10670.6,2008-07-15,3708.75,282.84
1701,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3054'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3054'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3054'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",59.33,53.95,"['neocortex', 'prefrontal', 'Brodmann area 11']",6.0,"['pyramidal', 'principal cell']",0.88,,,,2008-05-16,112.65,0.76,"Dendrites, Soma, No Axon",247.37,['Control'],1.03,506.0,Male,365.99,4662.89,40,50.0,87000.0,50.0,87000.0,26.0,59.0,7.0,3054,38-8-3,,dry,Neurolucida.dat,0.46,317.65,Dendrites Moderate,1.6,http://neuromorpho.org/images/imageFiles/Jacobs/38-8-3.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,1054.63,human,Golgi,Not applicable,11817.5,2008-07-15,4438.87,276.36
1702,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3055'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3055'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3055'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",70.81,61.68,"['neocortex', 'prefrontal', 'Brodmann area 11']",4.0,"['pyramidal', 'principal cell']",0.87,,,,2008-05-16,92.47,0.76,"Dendrites, Soma, No Axon",312.34,['Control'],1.04,452.0,Male,524.07,4147.54,40,50.0,87000.0,50.0,87000.0,18.0,42.0,6.0,3055,38-8-4,,dry,Neurolucida.dat,0.32,385.34,Dendrites Moderate,1.7,http://neuromorpho.org/images/imageFiles/Jacobs/38-8-4.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,831.457,human,Golgi,Not applicable,10661.3,2008-07-15,3894.91,341.31
1703,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3056'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3056'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3056'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",66.6,59.0,"['neocortex', 'prefrontal', 'Brodmann area 11']",5.0,"['pyramidal', 'principal cell']",0.88,,,,2008-05-16,127.57,0.77,"Dendrites, Soma, No Axon",321.4,['Control'],1.04,530.0,Male,384.1,5294.56,40,50.0,87000.0,50.0,87000.0,30.0,66.0,6.0,3056,38-8-5,,dry,Neurolucida.dat,0.37,399.78,Dendrites Moderate,1.67,http://neuromorpho.org/images/imageFiles/Jacobs/38-8-5.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,872.463,human,Golgi,Not applicable,13358.1,2008-07-15,4912.6,365.26
1704,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3057'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3057'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3057'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",55.25,45.69,"['neocortex', 'prefrontal', 'Brodmann area 11']",6.0,"['pyramidal', 'principal cell']",0.94,,,,2008-05-16,104.62,0.86,"Dendrites, Soma, No Axon",268.38,['Control'],1.01551,337.0,Male,304.79,5588.64,40,50.0,87000.0,50.0,87000.0,31.0,69.0,7.0,3057,38-8-6,,dry,Neurolucida.dat,0.4,297.56,Dendrites Moderate,1.3,http://neuromorpho.org/images/imageFiles/Jacobs/38-8-6.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,1516.9,human,Golgi,Not applicable,14386.4,2008-07-15,5657.1,446.61
1705,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3058'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3058'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3058'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",65.66,58.3,"['neocortex', 'prefrontal', 'Brodmann area 11']",7.0,"['pyramidal', 'principal cell']",0.93,,,,2008-05-16,118.82,0.76,"Dendrites, Soma, No Axon",390.56,['Control'],1.02,329.0,Male,626.11,5883.17,40,50.0,87000.0,50.0,87000.0,33.0,72.0,6.0,3058,38-8-7,,dry,Neurolucida.dat,0.54,424.24,Dendrites Moderate,1.66,http://neuromorpho.org/images/imageFiles/Jacobs/38-8-7.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,1182.8,human,Golgi,Not applicable,13071.7,2008-07-15,3399.2,243.13
1706,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/3059'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/3059'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/3059'}}",not reported,Year,Jacobs,"Diameter, 3D, Angles",64.83,62.12,"['neocortex', 'prefrontal', 'Brodmann area 11']",4.0,"['pyramidal', 'principal cell']",0.91,,,,2008-05-16,127.28,0.82,"Dendrites, Soma, No Axon",221.15,['Control'],1.02,373.0,Male,370.18,5308.84,40,50.0,87000.0,50.0,87000.0,30.0,67.0,7.0,3059,38-8-8,,dry,Neurolucida.dat,0.35,337.74,Dendrites Moderate,1.44,http://neuromorpho.org/images/imageFiles/Jacobs/38-8-8.png,in vitro,Neurolucida,['10.1093/cercor/11.6.558'],['11375917'],,,,,,Not Reported,custom,120,956.311,human,Golgi,Not applicable,13293.3,2008-07-15,4022.88,247.51
